net,length_um
RF0.regs\[0\]\[29\],11.54
_1805_,11.5
_2189_,11.5
_0924_,11.46
_1665_,11.46
RF0.regs\[30\]\[9\],11.445
_1590_,11.44
_0895_,11.38
_0146_,11.35
IM0.addr\[30\],11.32
RF0.regs\[0\]\[30\],11.3
_2174_,11.26
_1178_,11.24
_2185_,11.24
_1410_,11.2
_0534_,11.12
_0705_,11.08
_0688_,11.055
RF0.regs\[30\]\[25\],11.005
_0463_,11
_1704_,10.98
RF0.regs\[30\]\[26\],10.975
RF0.regs\[30\]\[22\],10.965
_0516_,10.96
_0841_,10.96
_1388_,10.96
_0549_,10.92
_1927_,10.92
_0884_,10.88
_1806_,10.86
_1540_,10.84
_1050_,10.8
_1142_,10.78
_1366_,10.78
_1424_,10.78
_1825_,10.78
_2121_,10.76
_1320_,10.74
_1480_,10.74
_2006_,10.74
_1764_,10.705
_1509_,10.7
Result[28],10.68
_0999_,10.68
_0885_,10.64
_1303_,10.64
_1484_,10.64
_1607_,10.62
_1830_,10.62
_2099_,10.62
net78,10.62
_1917_,10.61
_1651_,10.6
_0491_,10.58
_1225_,10.56
_0070_,10.55
_0163_,10.54
_1691_,10.54
net65,10.54
_1781_,10.52
IM0.addr\[13\],10.5
_2194_,10.44
_0818_,10.42
_1844_,10.42
RF0.regs\[0\]\[28\],10.4
_1758_,10.38
RF0.regs\[20\]\[19\],10.36
_1394_,10.36
IM0.addr\[11\],10.35
Result[25],10.34
_1443_,10.34
_1211_,10.32
_2227_,10.32
net110,10.32
_0836_,10.3
RF0.regs\[30\]\[23\],10.285
RF0.regs\[20\]\[0\],10.28
_1158_,10.28
_1206_,10.28
_1822_,10.26
IM0.addr\[7\],10.24
_1298_,10.24
Result[24],10.22
_0861_,10.2
_1248_,10.2
_1261_,10.2
_1339_,10.2
_0679_,10.18
_1344_,10.18
_1349_,10.18
_2234_,10.16
_0405_,10.14
RF0.regs\[20\]\[8\],10.06
_0433_,10.06
RF0.regs\[0\]\[9\],10.04
_0856_,10.04
_1905_,10.04
_1963_,10.02
_1944_,10
_1242_,9.94
_1255_,9.94
_1817_,9.94
_1145_,9.9
_1603_,9.9
Result[26],9.88
_0805_,9.88
_0943_,9.88
_1384_,9.88
_1866_,9.88
_1250_,9.86
_2115_,9.86
net117,9.86
_0917_,9.84
IM0.addr\[31\],9.82
_0390_,9.82
IM0.addr\[23\],9.775
_1126_,9.74
_1380_,9.74
_1634_,9.74
_1718_,9.74
_2180_,9.74
_1249_,9.68
_1756_,9.66
_1909_,9.66
_1294_,9.64
_0792_,9.62
_0370_,9.605
net52,9.6
_1736_,9.56
RF0.regs\[20\]\[10\],9.54
_0540_,9.54
_1129_,9.53
_2201_,9.52
_0018_,9.51
_2062_,9.5
_0421_,9.48
_0568_,9.48
_0692_,9.48
_0707_,9.48
_1706_,9.48
_1843_,9.48
_0830_,9.44
_0251_,9.42
_1427_,9.4
_1615_,9.38
_1289_,9.36
RF0.regs\[0\]\[31\],9.34
_0932_,9.33
_0985_,9.32
_1190_,9.32
_1940_,9.3
_1757_,9.28
_1831_,9.28
_1766_,9.26
RF0.regs\[5\]\[0\],9.24
_0825_,9.24
_1475_,9.24
net36,9.24
_0185_,9.23
_1541_,9.205
_1045_,9.2
_1522_,9.18
RF0.regs\[20\]\[31\],9.16
_0231_,9.13
_1413_,9.13
_1127_,9.12
net48,9.12
_1161_,9.06
_0192_,9.05
_0869_,9.04
RF0.regs\[0\]\[8\],9.02
_1658_,9.02
_1791_,9.02
_0157_,9
_0286_,9
Result[0],8.96
Result[18],8.96
Result[27],8.96
Result[3],8.96
_0934_,8.96
_1880_,8.96
_1921_,8.94
RF0.regs\[5\]\[6\],8.92
_1676_,8.92
RF0.regs\[30\]\[7\],8.915
_0766_,8.9
_2081_,8.9
_0285_,8.86
_0620_,8.86
_0548_,8.84
_0824_,8.82
_0947_,8.82
_2045_,8.82
RF0.regs\[20\]\[24\],8.8
_1626_,8.78
IM0.addr\[5\],8.745
_0469_,8.72
_0925_,8.7
_0779_,8.68
_1702_,8.66
_0317_,8.64
_1632_,8.64
_1591_,8.62
_0964_,8.6
_1322_,8.6
_1688_,8.58
_2043_,8.58
_0587_,8.56
_1108_,8.56
_1148_,8.56
_1678_,8.56
_2172_,8.56
_0495_,8.52
_2179_,8.52
Result[1],8.5
_0450_,8.48
_0547_,8.48
_0874_,8.48
_1589_,8.48
_1673_,8.48
_2235_,8.46
_0921_,8.435
_0793_,8.42
_0591_,8.4
_1324_,8.4
_0489_,8.385
Result[21],8.38
Result[29],8.38
Result[31],8.38
net125,8.38
RF0.regs\[20\]\[27\],8.36
_2119_,8.36
net90,8.36
_1024_,8.34
_1226_,8.34
RF0.regs\[20\]\[22\],8.32
_1836_,8.32
_0897_,8.26
RF0.regs\[20\]\[18\],8.24
_1491_,8.22
_1579_,8.22
_1876_,8.2
_0019_,8.18
_0043_,8.17
_2061_,8.16
_1767_,8.14
net43,8.14
_0179_,8.12
_2183_,8.12
RF0.regs\[20\]\[7\],8.1
_0949_,8.1
_0980_,8.1
_1709_,8.1
_1846_,8.1
_1908_,8.1
_0790_,8.08
_0364_,8.06
_2036_,8.06
_2182_,8.06
_2219_,8.06
_0808_,8.04
_2042_,8.04
_1492_,8.02
_1500_,8.02
_2103_,8.02
RF0.regs\[20\]\[3\],7.98
_0575_,7.98
_0582_,7.98
_0588_,7.98
_1335_,7.98
_1886_,7.98
_1942_,7.98
_2072_,7.98
net162,7.98
RF0.regs\[20\]\[25\],7.915
RF0.regs\[30\]\[8\],7.905
_0682_,7.9
_1458_,7.88
_1712_,7.88
RF0.regs\[0\]\[15\],7.86
_1213_,7.86
_1319_,7.86
net150,7.84
_0115_,7.83
_0646_,7.82
_1867_,7.82
_0941_,7.78
_0811_,7.76
RF0.regs\[0\]\[17\],7.74
_2063_,7.74
_1814_,7.7
_0465_,7.68
_0505_,7.68
_0649_,7.68
_0950_,7.68
net50,7.68
RF0.regs\[20\]\[23\],7.66
_0702_,7.66
_1950_,7.66
RF0.regs\[20\]\[1\],7.64
_0371_,7.64
_0581_,7.64
_1093_,7.64
_1278_,7.64
net58,7.64
net123,7.64
_1847_,7.62
_0350_,7.6
_1477_,7.6
_1920_,7.6
_2222_,7.6
_0384_,7.56
_1608_,7.56
net111,7.56
net119,7.56
_0753_,7.54
_1631_,7.54
_1987_,7.52
_2070_,7.52
_0563_,7.48
_0665_,7.48
_0686_,7.46
RF0.regs\[20\]\[9\],7.44
_0555_,7.44
_2178_,7.44
_1195_,7.42
_2047_,7.42
_0060_,7.4
_1463_,7.4
_0506_,7.3
_1215_,7.3
_1562_,7.28
_0021_,7.27
_1530_,7.27
_0029_,7.26
_0820_,7.24
_1855_,7.24
net75,7.24
_0260_,7.22
_0459_,7.22
_2078_,7.22
net81,7.22
_0443_,7.18
_0509_,7.18
_1389_,7.18
_2142_,7.18
_1236_,7.14
_1888_,7.14
_2004_,7.12
_2144_,7.12
_2190_,7.12
_0428_,7.1
_1271_,7.1
net104,7.1
_0119_,7.06
_0283_,7.06
_1338_,7.06
_1884_,7.06
_1958_,7.06
_2127_,7.06
net53,7.06
net101,7.06
_1013_,7
_1169_,7
_0878_,6.98
_1382_,6.96
net157,6.96
_0007_,6.94
_0871_,6.94
net130,6.94
_1196_,6.92
_2210_,6.9
_0198_,6.88
_0689_,6.88
_0438_,6.86
_0997_,6.86
_0484_,6.84
_0755_,6.84
_0118_,6.83
_0002_,6.81
_0255_,6.81
_0113_,6.8
_0253_,6.8
net54,6.8
_0303_,6.78
_0254_,6.77
_2188_,6.76
net91,6.76
_1371_,6.745
_0982_,6.74
_0293_,6.72
_0951_,6.72
_1354_,6.72
_1954_,6.72
_2010_,6.72
_2146_,6.72
_2177_,6.72
_0550_,6.7
_0193_,6.69
_1689_,6.69
_1528_,6.66
net126,6.66
Result[16],6.65
_0042_,6.64
_0326_,6.64
_0746_,6.64
_0967_,6.64
_1516_,6.64
_1596_,6.64
_1614_,6.64
_1812_,6.64
_1992_,6.64
RF0.regs\[20\]\[20\],6.6
RF0.regs\[20\]\[28\],6.6
_1558_,6.6
_1595_,6.6
_1790_,6.6
_1827_,6.6
net86,6.6
net144,6.6
_0197_,6.57
_0139_,6.52
_1147_,6.52
_0987_,6.5
_0479_,6.48
_0481_,6.48
net136,6.44
_0416_,6.42
_0225_,6.41
_1619_,6.41
RF0.regs\[20\]\[26\],6.4
_0739_,6.4
_1055_,6.4
_1172_,6.4
_1381_,6.4
_1974_,6.4
_0065_,6.38
_1163_,6.38
_1980_,6.36
_0553_,6.32
net98,6.32
_0366_,6.3
_0398_,6.3
_1191_,6.3
_1852_,6.3
_2224_,6.3
_2238_,6.3
RF0.regs\[0\]\[14\],6.28
RF0.regs\[0\]\[12\],6.26
_0560_,6.26
_0562_,6.26
_1133_,6.26
_1386_,6.26
_1885_,6.26
_2104_,6.26
_2108_,6.26
_0814_,6.24
_1763_,6.2
_2153_,6.2
_0859_,6.18
_1137_,6.18
_1752_,6.18
_1966_,6.18
_2176_,6.18
_2207_,6.18
_0577_,6.14
_1512_,6.14
_2117_,6.14
_2122_,6.14
_2157_,6.14
_2197_,6.14
net129,6.14
_0211_,6.11
_1742_,6.08
net142,6.08
_0330_,6.06
_1288_,6.06
_1495_,6.06
net47,6.06
_1415_,6.055
_0867_,6.04
_0040_,6.02
_0094_,6.02
_0323_,6.02
_0375_,6.02
_0490_,6.02
_0709_,6.02
_0369_,6.005
_1580_,5.98
_1810_,5.98
_0430_,5.96
_2242_,5.94
_0424_,5.92
_0426_,5.92
_0086_,5.91
_0096_,5.91
_0178_,5.89
RF0.regs\[30\]\[21\],5.865
_0357_,5.86
_0981_,5.86
_1220_,5.86
_1488_,5.86
net51,5.86
net103,5.86
RF0.regs\[30\]\[1\],5.84
_0299_,5.84
_0389_,5.84
_0447_,5.84
_0843_,5.84
_0998_,5.84
_1188_,5.84
_1646_,5.84
_2002_,5.84
_2075_,5.84
_2111_,5.84
_1531_,5.82
_0351_,5.8
_1328_,5.8
_1823_,5.8
_2021_,5.8
_2056_,5.8
_2096_,5.8
_2155_,5.8
_0058_,5.78
_1955_,5.78
_0166_,5.75
_1282_,5.74
_1769_,5.74
_2175_,5.74
_0579_,5.72
_1612_,5.72
_1643_,5.72
_1912_,5.72
_2100_,5.72
_1967_,5.7
_0586_,5.68
_1239_,5.68
_1808_,5.68
_2030_,5.68
_2053_,5.68
_2065_,5.68
_2067_,5.68
Result[10],5.63
_1270_,5.62
_1604_,5.6
_1160_,5.58
net42,5.58
_0080_,5.56
_0148_,5.56
_0187_,5.56
_0191_,5.56
_0234_,5.56
_0404_,5.56
_0414_,5.56
_0592_,5.52
_1027_,5.52
net149,5.52
_0444_,5.5
_0900_,5.5
RF0.regs\[20\]\[29\],5.48
_1008_,5.48
_1755_,5.48
_0012_,5.46
_0341_,5.46
_0511_,5.46
_0391_,5.38
_0955_,5.38
_0977_,5.38
_1259_,5.38
_1290_,5.38
_1393_,5.38
_1979_,5.38
_2034_,5.38
_2076_,5.38
_2089_,5.38
_2152_,5.38
_2165_,5.38
_2233_,5.38
net148,5.38
_0749_,5.36
_1110_,5.36
RF0.regs\[20\]\[21\],5.34
_0221_,5.34
_0339_,5.34
_0397_,5.34
_0418_,5.34
_1809_,5.34
_2055_,5.34
_2141_,5.34
_0074_,5.33
_0092_,5.33
_0184_,5.33
Result[13],5.29
Result[23],5.29
Result[2],5.29
Result[6],5.29
_0156_,5.29
_0242_,5.29
_1469_,5.29
_0508_,5.28
_0687_,5.28
_2048_,5.28
_2130_,5.28
_0580_,5.26
_0907_,5.26
_1238_,5.26
_1408_,5.26
_1441_,5.26
_1470_,5.26
_1840_,5.26
_1851_,5.26
_1970_,5.26
_2086_,5.26
_2102_,5.26
_2215_,5.26
net93,5.26
net153,5.26
_0877_,5.24
_0048_,5.22
_0170_,5.22
_0434_,5.22
_0893_,5.22
_0929_,5.22
_1563_,5.22
_2028_,5.22
_2057_,5.22
_2166_,5.22
_0939_,5.16
_1114_,5.16
_1400_,5.16
_1600_,5.16
_1937_,5.16
_0497_,5.14
net152,5.12
_0004_,5.1
_0031_,5.1
_0127_,5.1
_0162_,5.1
_0169_,5.1
_0235_,5.1
_0295_,5.1
_0411_,5.1
_0233_,5.07
_1431_,5.06
_0776_,5.04
_1398_,5.02
_1504_,5.02
net113,5.02
_0152_,5
_0363_,5
_0400_,5
_2208_,5
_0858_,4.94
_1841_,4.94
RF0.regs\[0\]\[16\],4.92
_0415_,4.92
_0962_,4.92
_0972_,4.92
_2033_,4.92
_1449_,4.9
_0196_,4.88
_0308_,4.88
_0383_,4.88
_0545_,4.88
_0561_,4.88
_0572_,4.88
_0853_,4.88
_1165_,4.88
_1586_,4.88
_1642_,4.88
_1660_,4.88
_2032_,4.88
_2113_,4.88
_2124_,4.88
net156,4.88
_1355_,4.82
_2191_,4.82
_0216_,4.8
_0427_,4.8
_0571_,4.8
_1507_,4.8
_1556_,4.8
_1701_,4.8
_1931_,4.8
_2168_,4.8
net132,4.8
_0379_,4.765
_0488_,4.765
_0832_,4.76
_2167_,4.76
RF0.regs\[0\]\[11\],4.68
_0150_,4.68
_0306_,4.68
_1395_,4.68
_1748_,4.68
_1961_,4.68
_2198_,4.68
net134,4.68
net121,4.66
Result[11],4.61
Result[17],4.61
Result[30],4.61
Result[4],4.61
Result[5],4.61
Result[8],4.61
_0797_,4.6
_1228_,4.6
_1476_,4.6
_1726_,4.6
_0182_,4.58
_0292_,4.58
_0328_,4.58
_0500_,4.58
_1412_,4.58
_0014_,4.54
_0141_,4.54
_0272_,4.54
_0331_,4.54
_0448_,4.54
_0241_,4.53
_0413_,4.485
_0544_,4.48
_0821_,4.48
net80,4.48
net82,4.48
_0282_,4.46
_0310_,4.46
_0726_,4.46
_1081_,4.46
_1340_,4.46
_1666_,4.46
_1686_,4.46
_1797_,4.46
_2162_,4.46
_2230_,4.46
_1617_,4.44
_1839_,4.44
_0407_,4.42
_1326_,4.42
_2159_,4.42
_0681_,4.36
_0975_,4.36
_1357_,4.36
_1976_,4.36
_2084_,4.36
_2092_,4.36
_2093_,4.36
_2116_,4.36
net114,4.36
_0564_,4.34
_1115_,4.34
_1650_,4.34
_1716_,4.34
_1815_,4.34
_1973_,4.34
_2012_,4.34
_2040_,4.34
_2143_,4.34
net108,4.34
net131,4.34
_1471_,4.285
Result[14],4.27
Result[20],4.27
Result[9],4.27
net145,4.24
_0010_,4.22
_0071_,4.22
_0194_,4.22
_0267_,4.22
_0270_,4.22
_0290_,4.22
_0334_,4.22
_0344_,4.22
_0374_,4.22
_0419_,4.22
_0492_,4.22
_1125_,4.22
_1132_,4.2
_0011_,4.15
_0122_,4.15
_0174_,4.15
net66,4.14
net105,4.14
net122,4.14
_0145_,4.12
_0352_,4.12
_0839_,4.12
_1234_,4.12
_1983_,4.12
net70,4.12
_1962_,4.1
_0008_,4.08
_0082_,4.08
_0104_,4.08
_0201_,4.08
_0249_,4.08
_0081_,4.05
_0348_,4.02
_0787_,4.02
net72,4.02
net107,4.02
RF0.regs\[0\]\[13\],4
_0136_,4
_0298_,4
_0454_,4
_0612_,4
_0684_,4
_1893_,4
_1991_,4
_0744_,3.995
_2000_,3.98
_2135_,3.98
Result[12],3.93
Result[15],3.93
Result[19],3.93
Result[22],3.93
Result[7],3.93
_0219_,3.91
_0958_,3.9
_1092_,3.9
_2068_,3.9
_2079_,3.9
_2148_,3.9
_2173_,3.9
_2186_,3.9
net38,3.9
_0275_,3.88
_0441_,3.88
_0896_,3.88
_1264_,3.88
_1267_,3.88
_1369_,3.88
_1497_,3.88
_1775_,3.88
_1985_,3.88
_2160_,3.88
net67,3.88
net118,3.88
net133,3.88
_0105_,3.81
_0107_,3.81
_1128_,3.78
_1253_,3.78
_1865_,3.78
net73,3.78
net140,3.78
_0049_,3.76
_0067_,3.76
_0121_,3.76
_0268_,3.76
_0432_,3.76
_1871_,3.76
_0335_,3.755
_0059_,3.69
_0208_,3.69
_0928_,3.68
net94,3.68
net137,3.68
_0904_,3.67
_0281_,3.66
_0297_,3.66
_0304_,3.66
_0386_,3.66
_0451_,3.66
_0458_,3.66
_0470_,3.66
_0499_,3.66
_0984_,3.66
_0199_,3.64
_0274_,3.56
_0312_,3.56
_0538_,3.56
_1071_,3.56
_1682_,3.56
net88,3.56
_0263_,3.54
_0280_,3.54
_0423_,3.54
_0478_,3.54
_0498_,3.54
_1453_,3.54
_1801_,3.54
_1928_,3.54
_2019_,3.54
_2038_,3.54
_2069_,3.54
_2131_,3.54
_2161_,3.54
net116,3.54
_1377_,3.52
_2026_,3.52
_2037_,3.52
_0296_,3.495
_0294_,3.44
_0574_,3.44
_0578_,3.44
_0953_,3.44
_2077_,3.44
_2125_,3.44
_2137_,3.44
_0013_,3.42
_0576_,3.42
_1462_,3.42
_1510_,3.42
_1661_,3.42
_1679_,3.42
_1732_,3.42
_1933_,3.42
_2052_,3.42
_2083_,3.42
_2132_,3.42
_2200_,3.42
_2202_,3.42
_0024_,3.4
_0028_,3.4
_0289_,3.4
_0227_,3.35
_0401_,3.32
_1610_,3.32
_1645_,3.32
_1671_,3.32
net57,3.32
_0111_,3.3
_0125_,3.3
_0138_,3.3
_0215_,3.3
_0325_,3.3
_0368_,3.3
_0431_,3.3
_0045_,3.23
_0056_,3.23
_0135_,3.23
_0151_,3.23
_0758_,3.22
_1745_,3.22
_1887_,3.22
net161,3.22
_0256_,3.2
_0269_,3.2
_0271_,3.2
_0287_,3.2
_0327_,3.2
_0439_,3.2
_0456_,3.2
_0462_,3.2
_0468_,3.2
_0476_,3.2
_0482_,3.2
_0493_,3.2
_0494_,3.2
_0399_,3.18
_0786_,3.18
_0994_,3.18
_0032_,3.13
_0102_,3.13
_0109_,3.13
_0117_,3.13
_0132_,3.13
_0200_,3.13
_1849_,3.1
_2171_,3.1
net102,3.1
net109,3.1
_0189_,3.08
_0264_,3.08
_0354_,3.08
_0378_,3.08
_0453_,3.08
_0483_,3.08
_0767_,3.08
_0826_,3.08
_0935_,3.08
_1570_,3.08
_1710_,3.08
_2008_,3.08
net83,3.08
net96,3.08
_0072_,3.06
_1131_,2.98
_1351_,2.98
_1553_,2.98
_1969_,2.98
_2022_,2.98
_2196_,2.98
_0123_,2.96
_0246_,2.96
_0557_,2.96
_0965_,2.96
_1837_,2.96
_1971_,2.96
_2044_,2.96
_2054_,2.96
_2074_,2.96
_2158_,2.96
_2225_,2.96
_0901_,2.86
_0009_,2.84
_0025_,2.84
_0036_,2.84
_0055_,2.84
_0079_,2.84
_0085_,2.84
_0128_,2.84
_0131_,2.84
_0144_,2.84
_0149_,2.84
_0158_,2.84
_0173_,2.84
_0181_,2.84
_0195_,2.84
_0203_,2.84
_0240_,2.84
_0262_,2.84
_0301_,2.84
_0377_,2.84
_0425_,2.84
_0504_,2.84
_0542_,2.815
_0134_,2.77
_1524_,2.76
_2241_,2.76
net76,2.76
net120,2.76
net124,2.76
_0020_,2.74
_0051_,2.74
_0261_,2.74
_0316_,2.74
_0324_,2.74
_0365_,2.74
_0367_,2.74
_0388_,2.74
_0409_,2.74
_0452_,2.74
_0460_,2.74
_0474_,2.74
_0248_,2.72
_0385_,2.72
_0466_,2.72
_0084_,2.69
_0126_,2.69
_0129_,2.69
_0209_,2.69
_0214_,2.69
_0188_,2.67
_0276_,2.64
_0321_,2.64
_0360_,2.64
_0395_,2.64
_0455_,2.64
_0472_,2.64
_1379_,2.64
net87,2.64
_0314_,2.62
_0343_,2.62
_0345_,2.62
_0347_,2.62
_0349_,2.62
_0361_,2.62
_0392_,2.62
_0393_,2.62
_0394_,2.62
_0410_,2.62
_0412_,2.62
_0420_,2.62
_0486_,2.62
_0573_,2.62
_0772_,2.62
_0849_,2.62
_1483_,2.62
_1649_,2.62
_1715_,2.62
_1723_,2.62
_1739_,2.62
_1803_,2.62
_1819_,2.62
_1964_,2.62
_2029_,2.62
_2237_,2.62
net46,2.62
_0222_,2.55
_0382_,2.52
_0446_,2.52
_0480_,2.52
_0501_,2.52
_0536_,2.52
_1378_,2.52
_1695_,2.52
_1854_,2.52
_1860_,2.52
_1960_,2.52
_2039_,2.52
_2088_,2.52
_2154_,2.52
_0062_,2.5
_0077_,2.5
_0159_,2.5
_0313_,2.5
_0601_,2.5
_0644_,2.5
_0879_,2.5
_0914_,2.5
_1130_,2.5
_1233_,2.5
_1306_,2.5
_1390_,2.5
_1407_,2.5
_1687_,2.5
_2025_,2.5
_2110_,2.5
_2150_,2.5
net37,2.5
net62,2.5
net89,2.5
net127,2.5
_0273_,2.465
net160,2.4
_0003_,2.38
_0005_,2.38
_0017_,2.38
_0022_,2.38
_0035_,2.38
_0090_,2.38
_0091_,2.38
_0098_,2.38
_0114_,2.38
_0142_,2.38
_0154_,2.38
_0155_,2.38
_0165_,2.38
_0168_,2.38
_0175_,2.38
_0210_,2.38
_0217_,2.38
_0218_,2.38
_0220_,2.38
_0226_,2.38
_0247_,2.38
_0437_,2.38
_2204_,2.38
_0502_,2.3
_0595_,2.3
_1275_,2.3
_1856_,2.3
_1900_,2.3
net59,2.3
net138,2.3
net143,2.3
_0015_,2.28
_0224_,2.28
_0230_,2.28
_0309_,2.28
_0322_,2.28
_0332_,2.28
_0338_,2.28
_0342_,2.28
_0346_,2.28
_0396_,2.28
_0422_,2.28
_0429_,2.28
_0440_,2.28
_0477_,2.28
_0496_,2.28
_0990_,2.28
_1578_,2.28
_0006_,2.23
_0038_,2.23
_0057_,2.23
_0069_,2.23
_0083_,2.23
_0087_,2.23
_0103_,2.23
_0106_,2.23
_0228_,2.23
_0229_,2.23
_0232_,2.23
_0237_,2.23
_0238_,2.23
_0245_,2.23
_0046_,2.21
_0047_,2.21
_0053_,2.21
_0066_,2.21
_0202_,2.21
_0223_,2.21
_0259_,2.18
_0265_,2.18
_0278_,2.18
_0284_,2.18
_0305_,2.18
_0311_,2.18
_0319_,2.18
_0336_,2.18
_0340_,2.18
_0406_,2.18
_0435_,2.18
_0445_,2.18
_0507_,2.18
_0852_,2.18
_0888_,2.18
_1079_,2.18
_1347_,2.18
_1811_,2.18
_2017_,2.18
_2094_,2.18
_2220_,2.18
_0064_,2.16
_0076_,2.16
_0088_,2.16
_0110_,2.16
_0124_,2.16
_0239_,2.16
_0257_,2.16
_0291_,2.16
_0356_,2.16
_0373_,2.16
_0376_,2.16
_0403_,2.16
_0461_,2.16
_0919_,2.16
_1423_,2.16
_1451_,2.16
_1505_,2.16
_1621_,2.16
_1653_,2.16
_1654_,2.16
_1906_,2.16
_1982_,2.16
_1999_,2.16
_2112_,2.16
_2147_,2.16
_2232_,2.16
_2211_,2.12
_0558_,2.06
_1535_,2.06
_1554_,2.06
_1858_,2.06
_2014_,2.06
_2016_,2.06
_2027_,2.06
_2031_,2.06
_2049_,2.06
_2050_,2.06
_2051_,2.06
_2073_,2.06
_2090_,2.06
_2107_,2.06
_2123_,2.06
_2149_,2.06
_2151_,2.06
_2163_,2.06
_2164_,2.06
_2199_,2.06
_2228_,2.06
_0026_,2.04
_0037_,2.04
_0050_,2.04
_0172_,2.04
_0205_,2.04
_0554_,2.04
_0881_,2.04
_1750_,2.04
_1986_,2.04
_2064_,2.04
net71,2.04
net141,2.04
_2041_,1.94
net128,1.94
net151,1.94
_0552_,1.915
_0848_,1.84
_0911_,1.84
_1727_,1.84
_1771_,1.84
_1778_,1.84
net100,1.84
net106,1.84
net135,1.84
net139,1.84
net147,1.84
net154,1.84
net155,1.84
net158,1.84
net159,1.84
_0000_,1.82
_0001_,1.82
_0023_,1.82
_0034_,1.82
_0039_,1.82
_0044_,1.82
_0054_,1.82
_0078_,1.82
_0095_,1.82
_0099_,1.82
_0101_,1.82
_0130_,1.82
_0140_,1.82
_0143_,1.82
_0153_,1.82
_0160_,1.82
_0171_,1.82
_0183_,1.82
_0204_,1.82
_0206_,1.82
_0213_,1.82
_0236_,1.82
_0244_,1.82
_0250_,1.82
_0252_,1.82
_0277_,1.82
_0288_,1.82
_0302_,1.82
_0315_,1.82
_0318_,1.82
_0320_,1.82
_0333_,1.82
_0353_,1.82
_0355_,1.82
_0358_,1.82
_0380_,1.82
_0402_,1.82
_0408_,1.82
_0436_,1.82
_0449_,1.82
_0464_,1.82
_0471_,1.82
_0475_,1.82
_1599_,1.82
net74,1.82
net79,1.82
_0537_,1.815
_0794_,1.72
_1197_,1.72
_1681_,1.72
_1932_,1.72
_0033_,1.7
_0176_,1.7
_0243_,1.7
_0329_,1.7
_0442_,1.7
_0473_,1.7
_0485_,1.7
_0510_,1.7
_0567_,1.7
_0583_,1.7
_0835_,1.7
_0978_,1.7
_1088_,1.7
_1283_,1.7
_1310_,1.7
_1375_,1.7
_1800_,1.7
_1863_,1.7
_1947_,1.7
_1996_,1.7
_2114_,1.7
_2205_,1.7
net163,1.7
_0570_,1.6
_0763_,1.6
_1364_,1.6
_2066_,1.6
_2080_,1.6
_2085_,1.6
_2101_,1.6
_2105_,1.6
_2106_,1.6
_2136_,1.6
_0381_,1.545
_1231_,1.48
net146,1.48
_0923_,1.38
_1670_,1.38
_1915_,1.38
net55,1.38
net84,1.38
net85,1.38
net97,1.38
net112,1.38
net115,1.38
_0016_,1.36
_0027_,1.36
_0030_,1.36
_0041_,1.36
_0052_,1.36
_0063_,1.36
_0073_,1.36
_0075_,1.36
_0089_,1.36
_0093_,1.36
_0097_,1.36
_0100_,1.36
_0108_,1.36
_0112_,1.36
_0116_,1.36
_0120_,1.36
_0133_,1.36
_0137_,1.36
_0147_,1.36
_0161_,1.36
_0164_,1.36
_0167_,1.36
_0180_,1.36
_0186_,1.36
_0190_,1.36
_0207_,1.36
_0212_,1.36
_0266_,1.36
_0300_,1.36
_0307_,1.36
_0359_,1.36
_0362_,1.36
_0372_,1.36
_0387_,1.36
_0417_,1.36
_0457_,1.36
_0467_,1.36
net61,1.36
_0541_,1.26
_0780_,1.26
_1373_,1.26
_2267_,1.26
_2274_,1.26
_0543_,1.14
_0551_,1.14
_0556_,1.14
_0559_,1.14
_0565_,1.14
_0566_,1.14
_0569_,1.14
_0584_,1.14
_0585_,1.14
_1575_,1.14
_1989_,1.14
_2003_,1.14
_2058_,1.14
_2087_,1.14
_2126_,1.14
_2128_,1.14
_2138_,1.14
_2139_,1.14
_2140_,1.14
_2187_,1.14
_2193_,1.14
_2203_,1.14
_0813_,0.92
_1105_,0.92
_1674_,0.92
_0546_,0.8
_1498_,0.8
_1536_,0.8
_1576_,0.8
_1587_,0.8
_1696_,0.8
_1733_,0.8
_0782_,0.46
_1383_,0.46
_1474_,0.46
_1753_,0.46
_1895_,0.46
net60,0.46
net63,0.46
net64,0.46
net92,0.46
net95,0.46
net99,0.46
